School_Name,Address,City,State,Zip,Phone,Latitude,Longitude,Website,Religious_Affiliation,School_Type,District_Name
Estill County Area Technology Center,253 Main Street,Irvine,KY,40336,(606)723-2181,,,,,Public,Kentucky Tech System
Austin Tracy Elementary School,2477 Austin Tracy Road,Lucas,KY,42156,(270)646-2236,,,,,Public,Barren County
Barren County High School,507 Trojan Trail,Glasgow,KY,42141,(270)651-6315,,,,,Public,Barren County
Eastern Elementary School,4601 New Salem Road,Glasgow,KY,42141,(270)678-2722,,,,,Public,Barren County
Hiseville Elementary School,149 Cardinal Blvd,Glasgow,KY,42141,(270)453-2611,,,,,Public,Barren County
Park City Elementary School,45 Indian Mill Rd,Park City,KY,42160,(270)749-5665,,,,,Public,Barren County
Red Cross Elementary School,215 Parkview Drive,Glasgow,KY,42141,(270)659-2400,,,,,Public,Barren County
Temple Hill Elementary School,8788 Tompkinsville Road,Glasgow,KY,42141,(270)427-2611,,,,,Public,Barren County
Barren County Middle School,555 Trojan Trail,Glasgow,KY,42141,(270)651-4909,,,,,Public,Barren County
College Street Campus,304 E College Street,Glasgow,KY,42142,(270)629-6554,,,,,Public,Barren County
BAVEL,500 Hilltopper Way,Glasgow,KY,42141,(270)651-3787,,,,,Public,Barren County
North Jackson Elementary,2002 North Jackson Highway,Glasgow,KY,42141,(270)629-2300,,,,,Public,Barren County
Owingsville Elementary School,50 Chenault Drive,Owingsville,KY,40360,(606)674-2722,,,,,Public,Bath County
Bath County High School,645 Chenault Drive,Owingsville,KY,40360,(606)674-6325,,,,,Public,Bath County
Bath County Middle School,335 West Main Street,Owingsville,KY,40360,(606)674-8165,,,,,Public,Bath County
Crossroads Elementary School,4755 E Hwy 60,Owingsville,KY,40360,(606)674-2101,,,,,Public,Bath County
Second Chance Academy,405 W Main St,Owingsville,KY,40360,(606)674-8165,,,,,Public,Bath County
Beechwood Elementary School,54 Beechwood Road,Fort Mitchell,KY,41017,(859)331-1220,,,,,Public,Beechwood Independent
Beechwood High School,54 Beechwood Rd,Fort Mitchell,KY,41017,(859)331-1220,,,,,Public,Beechwood Independent
Guardian Angel,75 Orphanage Road,Fort Mitchell,KY,41017,(859)331-2040,,,,,Public,Beechwood Independent
Bell County High School,9824 US Highway 25 E,Pineville,KY,40977,(606)337-7061,,,,,Public,Bell County
Frakes School Center,29 Henderson Settlement Loop,Frakes,KY,40940,(606)337-2921,,,,,Public,Bell County
Lone Jack School Center,101 Creech Hollow Road,Fourmile,KY,40939,(606)337-9461,,,,,Public,Bell County
Right Fork School Center,5296 Hwy. 221,Stoney Fork,KY,40988,(606)337-3271,,,,,Public,Bell County
Yellow Creek School Center,4840 W Cumberland Ave,Middlesboro,KY,40965,(606)248-1794,,,,,Public,Bell County
Bell Central School Center,9821 Highway 25-E,Pineville,KY,40977,(606)337-3104,,,,,Public,Bell County
Page School Center,239 Page School Rd,Pineville,KY,40977,(606)337-5207,,,,,Public,Bell County
Bellevue High School,201 Center St,Bellevue,KY,41073,(859)261-2980,,,,,Public,Bellevue Independent
Grandview Elementary School,500 Grandview Avenue,Bellevue,KY,41073,(859)261-4355,,,,,Public,Bellevue Independent
Berea Community Elementary School,2 Pirate Pkwy,Berea,KY,40403,(859)986-4065,,,,,Public,Berea Independent
Berea Community High School,1 Pirate Pkwy,Berea,KY,40403,(859)986-4911,,,,,Public,Berea Independent
Berea Community Middle School,1 Pirate Pkwy,Berea,KY,40403,(859)986-4911,,,,,Public,Berea Independent
Larry A. Ryle High School,10379 Us 42 Hwy,Union,KY,41091,(859)384-5300,,,,,Public,Boone County
A M Yealey Elementary School,10 Yealey Dr,Florence,KY,41042,(859)282-3333,,,,,Public,Boone County
Rector A. Jones Middle School,8000 Spruce Dr,Florence,KY,41042,(859)282-4610,,,,,Public,Boone County
Boone County High School,7056 Burlington Pike,Florence,KY,41042,(859)282-5655,,,,,Public,Boone County
Burlington Elementary School,5946 Orient St,Burlington,KY,41005,(859)334-4440,,,,,Public,Boone County
Conner Middle School,3300 Cougar Path,Hebron,KY,41048,(859)334-4410,,,,,Public,Boone County
Conner High School,3310 Cougar Path,Hebron,KY,41048,(859)334-4400,,,,,Public,Boone County
Florence Elementary School,103 Center St,Florence,KY,41042,(859)282-2610,,,,,Public,Boone County
Chester Goodridge Elementary School,3330 Cougar Path,Hebron,KY,41048,(859)334-4420,,,,,Public,Boone County
New Haven Elementary School,10854 Us 42 Hwy,Union,KY,41091,(859)384-5325,,,,,Public,Boone County
Ockerman Elementary School,8250 Us 42 Hwy,Florence,KY,41042,(859)282-4620,,,,,Public,Boone County
Ockerman Middle School,8300 Us 42 Hwy,Florence,KY,41042,(859)282-3240,,,,,Public,Boone County
Gray Middle School,10400 Us 42 Hwy,Union,KY,41091,(859)384-5333,,,,,Public,Boone County
Charles H. Kelly Elementary School,6775 Mcville Rd,Burlington,KY,41005,(859)334-4450,,,,,Public,Boone County
Hillard Collins Elementary School,9000 Spruce Dr,Florence,KY,41042,(859)282-2350,,,,,Public,Boone County
Stephens Elementary School,5687 Hwy 237,Burlington,KY,41005,(859)334-4460,,,,,Public,Boone County
Erpenbeck Elementary School,9001 Wetherington Blvd,Florence,KY,41042,(859)384-7200,,,,,Public,Boone County
North Pointe Elementary School,875 North Bend Rd,Hebron,KY,41048,(859)334-7000,,,,,Public,Boone County
Camp Ernst Middle School,6515 Camp Ernst Rd,Burlington,KY,41005,(859)534-4000,,,,,Public,Boone County
Shirley Mann Elementary School,10435 Us 42 Hwy,Union,KY,41091,(859)384-5000,,,,,Public,Boone County
Randall K. Cooper High School,2855 Longbranch Rd,Union,KY,41091,(859)384-5040,,,,,Public,Boone County
Longbranch Elementary School,2805 Longbranch Rd,Union,KY,41091,(859)384-4500,,,,,Public,Boone County
RISE Academy,99 Center Dr.,Florence,KY,41042,(859)283-1003,,,,,Public,Boone County
Thornwilde Elementary School,1760 Elmburn Ln,Hebron,KY,41048,(859)283-1003,,,,,Public,Boone County
Ballyshannon Middle School,7515 Shamrock Avenue,Union,KY,41091,(859)905-2620,,,,,Public,Boone County
Steeplechase Elementary School,472 Chambers Road,Walton,KY,41094,(859)485-3500,,,,,Public,Boone County
ACCEL Academy,3300 Barney Road,Burlington,KY,41005,(859)283-3250,,,,,Public,Boone County
Ignite Institute,37 Atlantic Avenue,Erlanger,KY,41018,(859)817-3570,,,,,Public,Boone County
Cane Ridge Elementary School,8000 Bypass Road,Paris,KY,40361,(859)987-2106,,,,,Public,Bourbon County
North Middletown Elementary School,301 College Street,North Middletown,KY,40357,(859)987-2052,,,,,Public,Bourbon County
Bourbon County High School,3341 Lexington Road,Paris,KY,40361,(859)987-2185,,,,,Public,Bourbon County
Bourbon County Middle School,3339 Lexington Road,Paris,KY,40361,(859)987-2189,,,,,Public,Bourbon County
Bourbon Central Elementary School,367 Bethlehem Road,Paris,KY,40361,(859)987-2195,,,,,Public,Bourbon County
Bourbon County Preschool Headstart,369 Bethlehem Road,Paris,KY,40361,(859)987-2183,,,,,Public,Bourbon County
Dishman McGinnis Elementary School,375 Glen Lily Road,Bowling Green,KY,42101,(270)746-2250,,,,,Public,Bowling Green Independent
Parker-Bennett-Curry School,165 Webb Drive,Bowling Green,KY,42101,(270)746-2270,,,,,Public,Bowling Green Independent
Potter Gray Elementary,610 Wakefield,Bowling Green,KY,42103,(270)746-2280,,,,,Public,Bowling Green Independent
Bowling Green Junior High,900 Campbell Lane,Bowling Green,KY,42104,(270)746-2290,,,,,Public,Bowling Green Independent
Bowling Green High School,1801 Rockingham Lane,Bowling Green,KY,42104,(270)746-2300,,,,,Public,Bowling Green Independent
T C Cherry Elementary School,1001 Liberty Avenue,Bowling Green,KY,42104,(270)746-2230,,,,,Public,Bowling Green Independent
W R McNeill Elementary School,1800 Creason Drive,Bowling Green,KY,42101,(270)746-2260,,,,,Public,Bowling Green Independent
Bowling Green Learning Center,503 Old Morgantown Rd,Bowling Green,KY,42101,(270)746-2321,,,,,Public,Bowling Green Independent
Childrens Crisis Stabilization Unit,1211 Center Street,Bowling Green,KY,42101,(270)746-2200,,,,,Public,Bowling Green Independent
Warren Regional Juvenile Detention Ctr,1020 Kentucky Street,Bowling Green,KY,42102,(270)746-7155,,,,,Public,Bowling Green Independent
Ponderosa Elementary School,16701 Ponderosa Drive,Catlettsburg,KY,41129,(606)928-2330,,,,,Public,Boyd County
Boyd County High School,14375 Lions Lane,Ashland,KY,41102,(606)928-7100,,,,,Public,Boyd County
Cannonsburg Elementary School,12219 Midland Trail,Ashland,KY,41102,(606)928-7131,,,,,Public,Boyd County
Boyd County Middle School,1226 Summit Road,Ashland,KY,41102,(606)928-9547,,,,,Public,Boyd County
Summit Elementary School,830 State Rt 716,Ashland,KY,41102,(606)928-6533,,,,,Public,Boyd County
Catlettsburg Elementary School,3348 Court Street,Catlettsburg,KY,41129,(606)739-5515,,,,,Public,Boyd County
Ramey-Estep High School,2901  Pigeon Roost Road,Rush,KY,41168,(606)928-5801,,,,,Public,Boyd County
Boyd Co Career & Tech Educ Ctr Voc Sch,12300 Midland Trail Rd.,Ashland,KY,41102,(606)928-7120,,,,,Public,Boyd County
Boyd Co Early Childhood Academy,12307 Midland Trail,Ashland,KY,41102,(606)928-7110,,,,,Public,Boyd County
Kentucky TECH - Ashland Reg Tech Ctr,4818 Roberts Drive,Ashland,KY,41102,(606)928-4256,,,,,Public,Boyd County
Ashland Technical College,4818 Roberts Drive,Ashland,KY,41102,(606)928-4256,,,,,Public,Boyd County
Boyd County Central School,2901 West Pigeon Roost Road,Rush,KY,41168,(606)928-5801,,,,,Public,Boyd County
Boyle County Middle School,1651 Perryville Road,Danville,KY,40422,(859)236-4212,,,,,Public,Boyle County
Boyle County High School,1637 Perryville Road,Danville,KY,40422,(859)236-5047,,,,,Public,Boyle County
Junction City Elementary School,250 School Street,Junction City,KY,40440,(859)936-7524,,,,,Public,Boyle County
Woodlawn Elementary School,1661 Perryville Road,Danville,KY,40422,(859)236-7688,,,,,Public,Boyle County
Perryville Elementary School,418 W Fourth Street,Perryville,KY,40468,(859)936-7500,,,,,Public,Boyle County
Boyle County Day Treatment,1637 Perryville Road,Danville,KY,40422,(859)236-6634,,,,,Public,Boyle County
North Point Education Center,P.O. Box 749,Burgin,KY,40310,(859)239-7012,,,,,Public,Boyle County
Bracken County High School,350 West Miami St,Brooksville,KY,41004,(606)735-3153,,,,,Public,Bracken County
Taylor Elementary School,140 Gibson Drive,Brooksville,KY,41004,(606)735-2169,,,,,Public,Bracken County
Bracken County Middle School,167 Parsley Drive,Brooksville,KY,41004,(606)735-3425,,,,,Public,Bracken County
Breathitt County High School,2307 Bobcat Lane,Jackson,KY,41339,(606)666-7511,,,,,Public,Breathitt County
Sebastian Elementary School,244 LBJ Road,Jackson,KY,41339,(606)666-8894,,,,,Public,Breathitt County
Marie Roberts-Caney Elementary School,115 Red Skin Run,Lost Creek,KY,41348,(606)666-7775,,,,,Public,Breathitt County
Breathitt Regional School,2725 Hwy. 30 West,Jackson,KY,41339,(606)693-4907,,,,,Public,Breathitt County
Highland-Turner Elementary School,10355 HWY 30W,Booneville,KY,41314,(606)295-7181,,,,,Public,Breathitt County
Breathitt Learning Academy,2665 Hwy 30 W,Jackson,KY,41339,(606)295-2267,,,,,Public,Breathitt County
Breathitt Elementary,90 LBJ Road,Jackson,KY,41339,(606)693-4916,,,,,Public,Breathitt County
Breckinridge County High School,2019 E. Highway 60,Harned,KY,40144,(270)756-3080,,,,,Public,Breckinridge County
Hardinsburg Elementary School,1340 East Hwy 60,Hardinsburg,KY,40143,(270)756-3020,,,,,Public,Breckinridge County
Ben Johnson Elementary School,13598 S. Hwy 259,Mc Daniels,KY,40152,(270)756-3070,,,,,Public,Breckinridge County
Custer Elementary School,14880 Hwy 690,Custer,KY,40115,(270)756-3040,,,,,Public,Breckinridge County
Irvington Elementary School,1 Wildcat Way,Irvington,KY,40146,(270)756-3050,,,,,Public,Breckinridge County
Breckinridge County Middle School,1877 E. Highway 60,Harned,KY,40144,(270)756-3060,,,,,Public,Breckinridge County
Brooks Elementary School,1430 Brooks Hill Road,Brooks,KY,40109,(502)869-2000,,,,,Public,Bullitt County
Bullitt Central High School,1330 Highway 44 East,Shepherdsville,KY,40165,(502)869-6000,,,,,Public,Bullitt County
Cedar Grove Elementary,1900 Cedar Grove Road,Shepherdsville,KY,40165,(502)869-3800,,,,,Public,Bullitt County
Hebron Middle School,3300 East Hebron Lane,Shepherdsville,KY,40165,(502)869-4200,,,,,Public,Bullitt County
Lebanon Junction Elementary,10920 South Preston Highway,Lebanon Junction,KY,40150,(502)869-2200,,,,,Public,Bullitt County
Maryville Elementary School,4504 Summers Drive,Louisville,KY,40229,(502)869-2400,,,,,Public,Bullitt County
MT. Washington Middle School,269 Water St,Mount Washington,KY,40047,(502)869-5200,,,,,Public,Bullitt County
MT. Washington Elementary,9234 Hwy 44 E,Mount Washington,KY,40047,(502)869-3000,,,,,Public,Bullitt County
Nichols Elementary,10665 Highway 44 West,West Point,KY,40177,(502)869-2600,,,,,Public,Bullitt County
North Bullitt High School,3200 East Hebron Lane,Shepherdsville,KY,40165,(502)869-6200,,,,,Public,Bullitt County
Overdale Elementary School,651 Overdale Drive,Louisville,KY,40229,(502)869-2800,,,,,Public,Bullitt County
Roby Elementary School,1148 Highway 44 East,Shepherdsville,KY,40165,(502)869-7200,,,,,Public,Bullitt County
Riverview Opportunity Center,383 High School Drive,Shepherdsville,KY,40165,(502)869-6600,,,,,Public,Bullitt County
Bernheim Middle School,700 Audubon Drive,Shepherdsville,KY,40165,(502)869-4000,,,,,Public,Bullitt County
Bullitt Alternative Center,381 High School Dr.,Shepherdsville,KY,40165,(502)869-6700,,,,,Public,Bullitt County
Pleasant Grove Elementary School,6415 Hwy 44 E,Mount Washington,KY,40047,(502)869-3400,,,,,Public,Bullitt County
Bullitt East High School,11450 Hwy 44E,Mount Washington,KY,40047,(502)869-6400,,,,,Public,Bullitt County
Bullitt Lick Middle School,555 West Blue Lick Rd,Shepherdsville,KY,40165,(502)869-5400,,,,,Public,Bullitt County
Old Mill Elementary School,11540 Hwy 44 E,Mount Washington,KY,40047,(502)869-3200,,,,,Public,Bullitt County
Freedom Elementary School,4682 North Preston Hwy.,Shepherdsville,KY,40165,(502)869-3600,,,,,Public,Bullitt County
Zoneton Middle School,797 Old Preston Hwy N,Shepherdsville,KY,40165,(502)869-4400,,,,,Public,Bullitt County
Shepherdsville Elementary,527 W Blue Lick Road,Shepherdsville,KY,40165,(502)869-7000,,,,,Public,Bullitt County
Eastside Middle School,6925 Hwy 44E,Mount Washington,KY,40047,(502)869-5000,,,,,Public,Bullitt County
Spring Meadows,310 Hope St,Mt Washington,KY,40047,(502)538-1200,,,,,Public,Bullitt County
Crossroads Elementary,156 Erin Circle,Mount Washington,KY,40047,(502)869-7400,,,,,Public,Bullitt County
Burgin Independent School,440 E Main St,Burgin,KY,40310,(859)748-5282,,,,,Public,Burgin Independent
Butler County High School,1852 S. Main Street,Morgantown,KY,42261,(270)526-2204,,,,,Public,Butler County
Morgantown Elementary School,210 Cemetery Street,Morgantown,KY,42261,(270)526-3361,,,,,Public,Butler County
Butler County Middle School,505 Ward Ave,Morgantown,KY,42261,(270)526-5647,,,,,Public,Butler County
North Butler Elementary,5539 Brownsville Road,Morgantown,KY,42261,(270)526-8936,,,,,Public,Butler County
Butler County Learning Center,178 Academic Way,Morgantown,KY,42261,(270)526-2264,,,,,Public,Butler County
Caldwell County High School,350 Beckner Ln,Princeton,KY,42445,(270)365-8010,,,,,Public,Caldwell County
Caldwell County Middle School,440 Beckner Ln,Princeton,KY,42445,(270)365-8020,,,,,Public,Caldwell County
Caldwell County Elementary School,105 Education Dr,Princeton,KY,42445,(270)365-8030,,,,,Public,Caldwell County
Caldwell County Primary School,1000 Marion Rd,Princeton,KY,42445,(270)365-8040,,,,,Public,Caldwell County
Calloway County High School,2108 College Farm Rd,Murray,KY,42071,(270)762-7375,,,,,Public,Calloway County
East Calloway Elementary School,1169 Pottertown Rd,Murray,KY,42071,(270)762-7325,,,,,Public,Calloway County
North Calloway Elementary School,2928 Brinn Rd,Murray,KY,42071,(270)762-7335,,,,,Public,Calloway County
Southwest Calloway Elementary School,3426 Wiswell Rd,Murray,KY,42071,(270)762-7345,,,,,Public,Calloway County
Calloway County Preschool Center,2106-A College Farm Rd,Murray,KY,42071,(270)762-7410,,,,,Public,Calloway County
Calloway County Middle School,2112 College Farm Rd,Murray,KY,42071,(270)762-7355,,,,,Public,Calloway County
Calloway County Day Treatment,2003 College Farm Rd,Murray,KY,42071,(270)762-7318,,,,,Public,Calloway County
Calloway County Alternative Program,2003 College Farm Rd,Murray,KY,42071,(270)762-7318,,,,,Public,Calloway County
Grant's Lick Elementary School,944 West Clay Ridge Road,Alexandria,KY,41001,(859)635-2129,,,,,Public,Campbell County
Campbell County High School,909 Camel Crossing,Alexandria,KY,41001,(859)635-4161,,,,,Public,Campbell County
Campbell County Middle School,8000 U.S. 27,Alexandria,KY,41001,(859)635-6077,,,,,Public,Campbell County
John W. Reiley Elementary School,4930 South U.s. 27,Alexandria,KY,41001,(859)635-2118,,,,,Public,Campbell County
Donald E. Cline Elementary School,5586 East Alexandria Pike,Cold Spring,KY,41076,(859)781-4544,,,,,Public,Campbell County
Alexandria Educational Center,51 Orchard Lane,Alexandria,KY,41001,(859)635-9113,,,,,Public,Campbell County
Campbell Ridge Elementary,2500 Grandview Rd,Alexandria,KY,41001,(859)448-4780,,,,,Public,Campbell County
Northern KY Tech - Highland Hts,90 Campbell Drive,Highland Heights,KY,41076,(859)441-2010,,,,,Public,Campbell County
North Campbell TECH,90 Campbell Drive,Highland Heights,KY,41076,(859)441-2010,,,,,Public,Campbell County
Crossroads Elementary School,475 Crossroads Boulevard,Cold Spring,KY,41076,(859)441-9174,,,,,Public,Campbell County
Campbellsville Elementary School,315 Roberts Road,Campbellsville,KY,42718,(270)465-4561,,,,,Public,Campbellsville Independent
Campbellsville High School,230 West Main Street,Campbellsville,KY,42718,(270)465-8774,,,,,Public,Campbellsville Independent
Campbellsville Middle School,230 West Main Street,Campbellsville,KY,42718,(270)465-5121,,,,,Public,Campbellsville Independent
Campbellsville Eagle Academy,230 W. Main Street,Campbellsville,KY,42718,(270)465-8774,,,,,Public,Campbellsville Independent
Carlisle County Middle School,4557 State Route 1377,Bardwell,KY,42023,(270)628-3800,,,,,Public,Carlisle County
Carlisle County High School,4557 State Route 1377,Bardwell,KY,42023,(270)628-3800,,,,,Public,Carlisle County
Carlisle County Elementary School,4557 State Route 1377,Bardwell,KY,42023,(270)628-3800,,,,,Public,Carlisle County
Cartmell Elementary,1708 Highland Avenue,Carrollton,KY,41008,(502)732-7085,,,,,Public,Carroll County
Kathryn Winn Primary,907 Hawkins Street,Carrollton,KY,41008,(502)732-7090,,,,,Public,Carroll County
Carroll County High School,1706 Highland Avenue,Carrollton,KY,41008,(502)732-7075,,,,,Public,Carroll County
Carroll County Middle School,408 Fifth Street,Carrollton,KY,41008,(502)732-7080,,,,,Public,Carroll County
Carroll Co Childhood Development Center,619 9th Street,Carrollton,KY,41008,(502)732-7016,,,,,Public,Carroll County
iLead Academy School,2557 Highway 227,Carrollton,KY,41008,(502)732-3090,,,,,Public,Carroll County
East Carter County High School,405 Hitchins Rd,Grayson,KY,41143,(606)474-5714,,,,,Public,Carter County
Olive Hill Elementary School,825 E Tom T Hall Blvd,Olive Hill,KY,41164,(606)286-5385,,,,,Public,Carter County
Prichard Elementary School,401 East Main St,Grayson,KY,41143,(606)474-8815,,,,,Public,Carter County
Star Elementary School,8249 East Hwy 60,Rush,KY,41168,(606)474-5756,,,,,Public,Carter County
West Carter County High School,365 West Carter Dr,Olive Hill,KY,41164,(606)286-2481,,,,,Public,Carter County
Carter County Career and Technical Center,15 Grahn Rd.,Olive Hill,KY,41164,(606)286-4022,,,,,Public,Carter County
West Carter Middle School,150 Warrior Drive,Olive Hill,KY,41164,(606)286-5354,,,,,Public,Carter County
East Carter Middle School,1 Spirit Lane,Grayson,KY,41143,(606)474-5156,,,,,Public,Carter County
Heritage Elementary School,4863 South State Highway 1,Grayson,KY,41143,(606)474-5784,,,,,Public,Carter County
Carter Virtual Academy,15 Grahn Road,Olive Hill,KY,41164,(606)286-4022,,,,,Public,Carter County
Tygart Creek Elementary School,19743 W US Hwy 60,Olive Hill,KY,41164,(606)286-2110,,,,,Public,Carter County
Carter City Elementary School,13321 State Hwy 2,Grayson,KY,41143,(606)474-6121,,,,,Public,Carter County
Casey County High School,1841 East Ky 70,Liberty,KY,42539,(606)787-6151,,,,,Public,Casey County
Liberty Elementary School,75 College Street,Liberty,KY,42539,(606)787-6942,,,,,Public,Casey County
Casey County Middle School,1673 East Ky 70,Liberty,KY,42539,(606)787-6942,,,,,Public,Casey County
Jones Park Elementary,6295 E Ky 70,Liberty,KY,42539,(606)787-6942,,,,,Public,Casey County
Walnut Hill Elementary School,2834 S Us 127,Liberty,KY,42539,(606)787-6942,,,,,Public,Casey County
Caverna Elementary School,1106 North Dixie Highway,Cave City,KY,42127,(270)773-3671,,,,,Public,Caverna Independent
Caverna High School,2276 South Dixie Street,Horse Cave,KY,42749,(270)773-2828,,,,,Public,Caverna Independent
Caverna Middle School,2277 South Dixie Street,Horse Cave,KY,42749,(270)773-4665,,,,,Public,Caverna Independent
Christian County High School,220 Glass Avenue,Hopkinsville,KY,42240,(270)887-7050,,,,,Public,Christian County
Christian County Middle School,215 Glass Ave,Hopkinsville,KY,42240,(270)887-7070,,,,,Public,Christian County
Crofton Elementary School,12145 S Madisonville Rd,Crofton,KY,42217,(270)887-7190,,,,,Public,Christian County
Hopkinsville High School,430 Koffman Dr,Hopkinsville,KY,42240,(270)887-7110,,,,,Public,Christian County
Indian Hills Elementary School,434 Koffman Dr,Hopkinsville,KY,42240,(270)887-7230,,,,,Public,Christian County
Hopkinsville Middle School,14405 Dr Martin Luther King Jr Way,Hopkinsville,KY,42240,(270)887-7130,,,,,Public,Christian County
Millbrooke Elementary School,415 Millbrooke Dr,Hopkinsville,KY,42240,(270)887-7270,,,,,Public,Christian County
Pembroke Elementary School,1600 Pembroke-Oak Grove Rd,Pembroke,KY,42266,(270)887-7290,,,,,Public,Christian County
Sinking Fork Elementary School,5005 Princeton Rd,Hopkinsville,KY,42240,(270)887-7330,,,,,Public,Christian County
South Christian Elementary School,12340 Herndon-Oak Grove Rd,Herndon,KY,42236,(270)887-7350,,,,,Public,Christian County
Christian County Day Treatment,4001 Fort Campbell Blvd,Hopkinsville,KY,42240,(502)764-2257,,,,,Public,Christian County
Bluegrass Learning Academy,4400 LaFayette Rd,Hopkinsville,KY,42240,(270)887-7380,,,,,Public,Christian County
Cumberland Hall School,270 Walton Way,Hopkinsville,KY,42240,(270)889-2177,,,,,Public,Christian County
Gateway Academy to Innovation & Tech.,705 N Elm St,Hopkinsville,KY,42240,(270)887-7030,,,,,Public,Christian County
Martin Luther King Jr. Elementary School,14405 Martin Luther King Way,Hopkinsville,KY,42240,(270)887-7310,,,,,Public,Christian County
Madisonville Tech - Hopkinsville,705 North Elm Street,Hopkinsville,KY,42240,(270)886-3734,,,,,Public,Christian County
Christian County Home/Hospital,200 Glass Avenue,Hopkinsville,KY,42241,(270)887-7000,,,,,Public,Christian County
Freedom Elementary School,831 North Dr,Hopkinsville,KY,42240,(270)887-7150,,,,,Public,Christian County
Christian County Public Schools VLA,200 Glass Avenue,Hopkinsville,KY,42240,(270)887-7000,,,,,Public,Christian County
George Rogers Clark High School,2745 New Boonesboro Road,Winchester,KY,40391,(859)744-6111,,,,,Public,Clark County
Phoenix Academy,100 Vaught Road,Winchester,KY,40391,(859)744-4618,,,,,Public,Clark County
Clark County Preschool,30 Beckner Street,Winchester,KY,40391,(859)744-1722,,,,,Public,Clark County
Rev. Henry E. Baker Sr. Interm. School,1645 Martin Luther King Jr. Dr.,Winchester,KY,40391,(859)745-5190,,,,,Public,Clark County
William G. Conkwright Elementary,360 Mt Sterling Rd,Winchester,KY,40391,(859)745-8900,,,,,Public,Clark County
Strode Station Elementary School,1750 Martin Luther King Jr Dr,Winchester,KY,40391,(859)745-3915,,,,,Public,Clark County
Shearer Elementary School,244 East Broadway,Winchester,KY,40391,(859)744-4978,,,,,Public,Clark County
Robert D. Campbell Jr. High,620 Boone Ave.,Winchester,KY,40391,(859)745-5200,,,,,Public,Clark County
Willis H. Justice Elementary School,350 Mt. Sterling Rd,Winchester,KY,40391,(859)745-8800,,,,,Public,Clark County
Cardinal Virtual Academy,650 Boone Avenue,Winchester,KY,40391,(859)744-4545,,,,,Public,Clark County
Big Creek Elementary,523 N Hwy 66,Oneida,KY,40972,(606)598-2812,,,,,Public,Clay County
Burning Springs Elementary,9847 N Hwy 421,Manchester,KY,40962,(606)598-3138,,,,,Public,Clay County
Clay County High School,415 Clay County High Rd,Manchester,KY,40962,(606)598-3737,,,,,Public,Clay County
Goose Rock Elementary,364 Hwy 1524,Manchester,KY,40962,(606)598-3740,,,,,Public,Clay County
Hacker Elementary School,84 Hooker Rd,Manchester,KY,40962,(606)598-3338,,,,,Public,Clay County
Manchester Elementary School,1908 N Hwy 421,Manchester,KY,40962,(606)598-3444,,,,,Public,Clay County
Oneida Elementary School,435 Newfound Rd,Oneida,KY,40972,(606)598-2168,,,,,Public,Clay County
Paces Creek Elementary,1983 S Hwy 421,Manchester,KY,40962,(606)598-6333,,,,,Public,Clay County
Clay County Middle School,239 Richmond Rd,Manchester,KY,40962,(606)598-1810,,,,,Public,Clay County
Horse Creek Learning Center,239 Richmond Rd,Manchester,KY,40962,(606)598-1601,,,,,Public,Clay County
Albany Elementary School,819 Third Street,Albany,KY,42602,(606)387-5828,,,,,Public,Clinton County
Clinton County High School,65 High School Dr,Albany,KY,42602,(606)387-5569,,,,,Public,Clinton County
Clinton County Middle School,169 Middle School Road,Albany,KY,42602,(606)387-6466,,,,,Public,Clinton County
Foothills Academy,107 Foothills Academy,Albany,KY,42602,(606)387-4673,,,,,Public,Clinton County
Clinton County Early Childhood Center,204 King Drive,Albany,KY,42602,(606)387-4283,,,,,Public,Clinton County
Cloverport Independent School,301 Poplar Street,Cloverport,KY,40111,(270)788-3388,,,,,Public,Cloverport Independent
Kentucky Virtual Academy,301 Poplar Street,Cloverport,KY,40111,(270)788-3388,,,,,Public,Cloverport Independent
Corbin High School,1901 Snyder Street,Corbin,KY,40701,(606)528-3902,,,,,Public,Corbin Independent
Corbin Middle School,50 Ed McNeel Drive,Corbin,KY,40701,(606)523-3619,,,,,Public,Corbin Independent
Corbin Educational Center,901 South Main Street,Corbin,KY,40701,(606)528-4080,,,,,Public,Corbin Independent
Corbin Preschool,614 Master Street,Corbin,KY,40701,(606)523-3612,,,,,Public,Corbin Independent
Corbin Primary,3551 5th Street Road,Corbin,KY,40701,(606)523-3638,,,,,Public,Corbin Independent
High School Homebound,108 Roy Kidd Ave,Corbin,KY,40701,(606)528-1303,,,,,Public,Corbin Independent
Elementary Homebound,108 Roy Kidd Ave,Corbin,KY,40701,(606)528-1303,,,,,Public,Corbin Independent
Corbin School of Innovation,800 S. Kentucky Avenue,Corbin,KY,40701,(606)215-2186,,,,,Public,Corbin Independent
CORBIN ELEMENTARY SCHOOL,706 S. Kentucky Avenue,Corbin,KY,40701,(606)528-4367,,,,,Public,Corbin Independent
John G Carlisle Elementary,910 Holman Street,Covington,KY,41011,(859)292-5812,,,,,Public,Covington Independent
Latonia Elementary School,39th & Huntington Avenue,Covington,KY,41015,(859)292-5825,,,,,Public,Covington Independent
Ninth District Elementary,2800 Indiana Ave,Covington,KY,41015,(859)292-5823,,,,,Public,Covington Independent
Glenn O Swing Elementary,501 W 19th St,Covington,KY,41014,(859)292-5821,,,,,Public,Covington Independent
